Name,Name,Key,Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,Brewery_ID,Brewery_Name,Avg_Review_Overall,Avg_Review_Aroma,Avg_Review_Appearance,Avg_Review_Palate,Avg_Review_Taste,Beer_ID
Howl,Howl,957,Lager - Schwarzbier,24,Magic Hat Brewing Company,"Notes:Born of dark and cold and snow in the marrow of the northeast's longest night, Howl comes in on wailing winds with winter-weary eyes burning holes in sunless shadows. In its darkened depths our inner voids are warmed.32 IBU	",4.6,3.68,22,74,7,69,42,4,0,2,33,14,114,96,Magic Hat Brewing Company,3.8126614987080103,3.5788113695090438,3.8294573643410854,3.6808785529715764,3.7170542635658914,52704
Huber Bock Beer,Huber Bock Beer,177,Bock - Traditional,5,Minhas Craft Brewery,Notes:,5.5,3.18,7,67,8,39,80,17,1,17,26,8,105,435,Minhas Craft Brewery,3.5,3.1320754716981134,3.452830188679245,3.141509433962264,3.358490566037736,6340
Hummin' Bird,Hummin' Bird,2546,Lager - Helles,59,Red Oak Brewery,Notes:From the brewery: Hummin' Bird is a Light Lager or Hell (Helles) similar to those found throughout Bavaria. We use carefully selected Pilsner Malt...then it is delicately hopped with imported Tettnang Noble Hops. Then we add a proprietary lager yeast strain which is not filtered out providing ones daily supply of vitamin B. Hummin' Bird is slow-cold aged for over one month resulting in a lush mouth feel.	,4.5,3.77,13,27,8,25,15,10,0,10,31,0,41,2951,Red Oak Brewery,3.857142857142857,3.392857142857143,3.5,3.607142857142857,3.5,8824
Hummingbird,Hummingbird,1129,Braggot,28,Mountain Sun Pub & Brewery,Notes:,8.0,4.05,4,8,7,4,21,2,0,4,6,6,16,2972,Mountain Sun Pub & Brewery,4.25,4.25,4.0,4.25,4.0,22431
Hunahpu's Imperial Stout,Hunahpu's Imperial Stout,3869,Stout - American Imperial,89,Cigar City Brewing,"Notes:In Mayan mythology, Hun Hunahpu was the father of the Mayan hero twins Hunahpu and Xbalanque. Hun Hunahpu, along with his brother Vucub Hunahpu, was tricked by the Dark Lords of the underworld and slain. Hun Hunahpu’s corpse morphed into a cacao tree, his head becoming a cacao pod, which in typically awesome mythology fashion, spit upon the hand of a young maiden named Xiquic who promptly became pregnant with the hero twins. The twins would ultimately grow up to avenge their father and uncle and defeat the Dark Lords and ascend the heavens to become the moon and sun. We brew Hunahpu's Imperial Stout once a year and release it only at the brewery on the second weekend in March. We will continue to do so until the end of the cycle.80 IBU	",10.2,4.62,5,69,21,42,52,9,0,17,3,90,79,17981,Cigar City Brewing,4.365967365967366,4.369463869463869,4.5874125874125875,4.511655011655011,4.564102564102564,47022
I.C. Light,I.C. Light,2682,Lager - Light,62,Pittsburgh Brewing Co.,Notes:,4.15,2.5,10,22,4,18,22,8,1,8,26,1,42,410,Pittsburgh Brewing Co.,2.993827160493827,2.5,2.6049382716049383,2.623456790123457,2.6666666666666665,1633
Icehouse,Icehouse,2271,Lager - Adjunct,54,Miller Brewing Co.,"Notes:America's first domestic ice beer, Icehouse is traditionally brewed, fermented and, just before aging, its temperature is lowered to below freezing. This process imparts the beer's smoothness and an alcohol content that's slightly higher (5.5% by volume) than other regular premium beer brands. Icehouse was introduced in 1993 and has reinforced its position as the ultimate beer for wind-up and pre-game occasions. Blending humor and high-energy excitement, Icehouse marketing encourages its target consumers to take occasions to the next level with a great-tasting beer.	",5.5,2.02,5,24,19,16,22,3,0,2,19,4,26,105,Miller Brewing Co.,2.5513595166163143,2.173716012084592,2.490936555891239,2.409365558912387,2.3398791540785497,1299
Ichor,Ichor,4387,Quadrupel (Quad),100,Sly Fox Brewing Company,"Notes:This Abbey-style Quadruple brewed with German Pils and Roast malts and dark candi sugar, hopped with German Tradition hops. Luscious and seductive, Ichor is brewed for both the body and the soul. This beer will improve with careful aging but is ready to drink now.	",10.0,3.89,11,62,60,16,180,50,0,115,24,35,72,10397,Sly Fox Brewing Company,3.791970802919708,3.934306569343066,3.7262773722627736,3.7481751824817517,3.9708029197080292,29730
Ichtegem's Grand Cru,Ichtegem's Grand Cru,5424,Sour - Flanders Red Ale,124,Brouwerij Strubbe,Notes:,6.5,3.81,30,35,17,4,102,127,0,95,7,8,35,2299,Brouwerij Strubbe,3.7245989304812834,3.7406417112299466,3.855614973262032,3.6176470588235294,3.6363636363636362,30358
ImPaled Ale,ImPaled Ale,1474,IPA - English,36,"Middle Ages Brewing Co., Ltd.",Notes:,6.5,3.82,33,51,17,79,67,58,0,63,102,3,83,103,"Middle Ages Brewing Co., Ltd.",3.808056872037915,3.727488151658768,3.9668246445497632,3.7630331753554502,3.800947867298578,331
Imperial,Imperial,2289,Lager - Adjunct,54,Cerveceria Costa Rica,Notes:,4.5,2.8,34,23,4,22,30,10,6,15,51,7,53,1491,Cerveceria Costa Rica,3.1305970149253732,2.7238805970149254,3.0261194029850746,2.925373134328358,2.8656716417910446,3940
Imperial Eclipse Stout - Elijah Craig (12 Year),Imperial Eclipse Stout - Elijah Craig (12 Year),3897,Stout - American Imperial,89,FiftyFifty Brewing Co.,Notes:Imperial Stout aged 200 days in an Elijah Craig bourbon barrel.	,11.9,4.47,3,80,38,24,75,4,0,5,4,11,109,14936,FiftyFifty Brewing Co.,4.420731707317073,4.4939024390243905,4.0426829268292686,4.323170731707317,4.5426829268292686,55063
Imperial Nut Brown Ale,Imperial Nut Brown Ale,331,Brown Ale - American,9,Tommyknocker Brewery,"Notes:Commemorating the 10th anniversary of Tommyknocker Brewery, this special brew is meticulously crafted with pure maple syrup, the highest quality chocolate and crystal malts and is accented with the finest blend of European and American hops. Imperial Nut Brown Ale, at 9.8% alcohol by volume, is a bigger, bolder version of their Maple Nut Brown.	",9.0,3.75,12,60,40,60,131,16,0,25,44,4,167,156,Tommyknocker Brewery,3.611635220125786,3.6650943396226414,3.691823899371069,3.7185534591194966,3.7279874213836477,21166
Imperial Pumpkin Ale,Imperial Pumpkin Ale,3655,Pumpkin Beer,84,Weyerbacher Brewing Co.,"Notes:We set out to make a bold monument for The King of the Pumpkins!This 8.0% ABV pumpkin ale is the mother of all pumpkin ales. It is heartier, spicier and more “caramelly” and “pumpkiny” than its faint brethren! We have added lots of pumpkin along with cinnamon, nutmeg and a touch of cardamom and clove, giving this beer a spicy, full-bodied flavor.This truly is an Imperial Pumpkin Ale. Perfect finisher on a cool autumn night or match it up with a slice of pumpkin pie and fresh whipped cream.	",8.0,3.92,7,42,25,10,44,12,0,95,9,138,48,392,Weyerbacher Brewing Co.,3.8074644549763033,4.067535545023697,3.8915876777251186,3.8074644549763033,3.8880331753554502,25880
Imperial Red Ale,Imperial Red Ale,4439,Red Ale - Imperial,101,Marble Brewery,"Notes:Brewed with royalty in mind, no expense was spared in crafting our Imperial Red. Generous additions of our favorite hop varieties blend harmoniously with long layers of dark caramel malts.	",9.0,4.07,16,62,40,82,71,25,0,38,118,5,78,16963,Marble Brewery,3.8636363636363638,3.909090909090909,4.2272727272727275,4.0,4.0,62409
Imperial Spruce India Pilsner,Imperial Spruce India Pilsner,2856,Pilsner - Imperial,66,Short's Brewing Company,"Notes:Original batch (from Imperial Series--750 ml bottles) was 10% abv. New, 2010, 12 oz. bottles are 7.15% abv.	",7.15,4.0,14,25,15,25,11,8,2,17,95,2,19,9629,Short's Brewing Company,3.823529411764706,4.201680672268908,4.033613445378151,3.9327731092436973,4.050420168067227,37483
Imperial Stout,Imperial Stout,4131,Stout - Russian Imperial,94,Rogue Ales,"Notes:Also known as XS Imperial Stout12 Ingredients:Malts: Great Western, Harrington & Klages, Hugh Baird XLT-80, Black, Munich, Chocolate and rolled oats.Hops: Willamette, Cascade and Chinook. Specialty: Two Secret ingredients.Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.26º PLATO88 IBU73 AA256º Lovibond	",11.0,4.07,18,144,37,127,82,16,1,24,102,25,164,132,Rogue Ales,3.9437799043062203,4.103668261562999,4.330542264752791,4.160287081339713,4.152312599681021,356
Imperial Stout Trooper,Imperial Stout Trooper,4129,Stout - Russian Imperial,94,New England Brewing Co.,Notes:2006 - 12oz bottle2007 - not released 2008 - 12oz bottle 2009 - 750mL bottle 2010 - 750mL bottle and Groucho glasses label change2011 - bottle date added to label 2012 - 500mL bottle2013 - 500mL bottle labeled 12/20132014 - 500mL bottle2015 - 12oz can	,8.5,4.23,9,115,20,39,68,11,0,26,15,13,111,357,New England Brewing Co.,4.194087403598972,4.105398457583547,4.295629820051414,4.217223650385604,4.258354755784062,34484
India Pale Ale,India Pale Ale,1467,IPA - English,36,Meantime Brewing Company Limited,Notes:,7.5,3.92,16,42,9,62,70,55,1,73,99,11,84,5062,Meantime Brewing Company Limited,4.028846153846154,3.84775641025641,4.097756410256411,3.956730769230769,4.016025641025641,25231
India Pale Ale (IPA),India Pale Ale (IPA),1300,IPA - American,32,Avery Brewing Company,"Notes:A Colorado IPA with crisp, juicy, and resinous hops and a rich, malty finish.IBUs: 65	",6.5,3.87,16,33,8,53,33,49,3,56,94,3,41,30,Avery Brewing Company,3.9409559512652295,3.8467666354264294,3.9212746016869726,3.837394564198688,3.915182755388941,2729
Indio,Indio,1013,Lager - Vienna,25,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Notes:,4.1,3.24,4,24,4,8,40,8,4,6,8,1,58,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",3.757142857142857,3.242857142857143,3.5428571428571427,3.4,3.3714285714285714,7089
Indra Kunindra,Indra Kunindra,3953,Stout - Foreign / Export,91,Ballast Point Brewing Company,"Notes:Indra Kunindra is a burst of madras curry, cumin, cayenne, coconut, and kaffir lime leaf. Enjoy!Our India-style Export Stout is a unique collaboration with award-winning home brewer Alex Tweet. Released in limited quantities, this explosion of South Asian flavors is reason enough to kneel down and thank the heavens. And further proof of San Diego's status as a brewer's playground, and a beer lover's utopia.	",7.0,3.75,8,40,17,21,20,35,0,71,13,169,38,199,Ballast Point Brewing Company,3.84,4.04,3.94,3.78,3.8,69792
Inferno Ale,Inferno Ale,4617,Strong Ale - Belgian Pale,105,The Lost Abbey,"Notes:Corruption, Greed and Lust, they’re all represented on he books today. Tomorrow they’ll be stringing Gluttony, Desire and Sloth. Go ahead, tell yourself you’re better than all of them. But you can’t. Hell can be funny like that. Down here it’s all just sin. Everyone here is screwed just like you. They don’t care who you sliced, diced or cheated. No one is escaping this heinous place.Your roommate is an axe murderer. Eerily, he’s not threatening. How can he be? The Fallen Angel owns your body, mind and soul. As such, no one can take your life. It’s already been taken. Or was it given? Neither matters. Did you seriously think you were living a virtuous life? At least Satan serves beer in Hell. He brews it himself right there in that flame stoked cauldron. Rumor has it the beer is straw yellow, bone dry and simply labeled Inferno.	",8.5,4.02,26,41,37,24,58,65,0,90,42,37,36,18149,The Lost Abbey,4.017175572519084,3.9522900763358777,4.141221374045801,3.9885496183206106,4.015267175572519,42491
Insanity,Insanity,4253,Barleywine - English,98,Weyerbacher Brewing Co.,"Notes:Insanity, 13.3% ABV, is made by aging our Blithering Idiot Barleywine Ale in whiskey barrels. The barrel aging imparts an additional level of complexity to an already intense malt profile by adding a combination of vanilla, oak and whiskey notes.	",13.3,4.18,7,56,55,19,103,27,0,68,19,27,88,392,Weyerbacher Brewing Co.,3.9760119940029983,4.179160419790105,4.039730134932534,4.104947526236882,4.238380809595203,18199
Ipswich Oatmeal Stout,Ipswich Oatmeal Stout,4074,Stout - Oatmeal,93,Ipswich Ale Brewery,"Notes:Deep, rich and malty with hints of chocolate and coffee. It's what espresso would be if it had the gumption to be beer. We use two different hop additions, specially selected crystal malts, roasted barley and oatmeal to give it a soft and silky mouth feel. Makes a great dessert or meal.	",7.0,4.18,7,125,5,77,75,2,0,8,48,7,160,162,Ipswich Ale Brewery,4.1513353115727005,4.121661721068249,4.231454005934718,4.132047477744807,4.212166172106825,260
Irish Ale,Irish Ale,2208,Red Ale - Irish,52,Boulevard Brewing Co.,"Notes:Irish Ale, Boulevard’s early spring seasonal beer, is our Midwestern tribute to the legendary red ales of old Ireland. Our recipe combines six kinds of pale and roasted barley malts to provide a rich, toasty flavor and tawny reddish hue.30 IBU	",5.8,3.68,22,43,7,30,63,18,1,14,41,9,112,423,Boulevard Brewing Co.,3.997448979591837,3.568877551020408,3.941326530612245,3.711734693877551,3.788265306122449,3279
Irish Red Ale,Irish Red Ale,2248,Red Ale - Irish,52,Garrison Brewing Company,Notes:This classic beer style was inspired by centuries of Celtic brewing history. Specialty kilned malts such as dark caramel and munich dominate the Irish Red resulting in a ruby red colour and smooth malty taste.20 IBU	,5.0,3.46,19,55,10,36,67,19,0,26,53,6,103,1879,Garrison Brewing Company,3.34375,3.328125,3.53125,3.265625,3.15625,13302
Irish Setter Red,Irish Setter Red,2231,Red Ale - Irish,52,Thirsty Dog Brewing Company,Notes:,5.9,3.59,20,51,11,31,102,22,0,30,49,5,119,12516,Thirsty Dog Brewing Company,3.5,3.3055555555555554,3.611111111111111,3.611111111111111,3.5,1973
Irish Style Stout,Irish Style Stout,4039,Stout - Irish Dry,92,Sprecher Brewing Company,Notes:,5.73,3.72,16,90,7,51,54,16,0,17,21,10,96,144,Sprecher Brewing Company,3.8208955223880596,3.6044776119402986,3.7388059701492535,3.6194029850746268,3.791044776119403,3052
Irish Walker,Irish Walker,4279,Barleywine - English,98,Olde Hickory Brewery,"Notes:A long slow fermentation and cold aging makes Irish Walker a well rounded, complex Barley Wine Ale. Released only once a year, it exhibits malty sweetness, fruity esters, and hoppy balance. This ale will age well for years to come.	",10.14,3.97,7,83,62,58,186,52,0,105,40,17,170,7753,Olde Hickory Brewery,3.855769230769231,3.9326923076923075,3.980769230769231,3.9038461538461537,3.9711538461538463,55002
Iron City Beer,Iron City Beer,2291,Lager - Adjunct,54,Pittsburgh Brewing Co.,Notes:,4.7,2.52,10,15,4,13,10,6,0,4,13,0,31,410,Pittsburgh Brewing Co.,2.818702290076336,2.345419847328244,2.6469465648854964,2.601145038167939,2.5267175572519083,2680
Iron Thistle,Iron Thistle,4483,Scotch Ale / Wee Heavy,102,Rahr & Sons Brewing Company,"Notes:SCOTTISH STYLE ALEAvailable : February ReleaseBreak out the bagpipes with your lederhosen! We’re proud to present our Iron Thistle Scotch Ale – Rahr’s first National Grand Champion winner. This dark, Scottish ale has a bold taste dominated by a smooth, sweet maltiness balanced with a low, hoppy bitterness. So don your kilts and enjoy. Here’s to your health – Slàinte! Prosit!IBU35HOP VARIETIESWarriorMALTS2 Row, Vienna, Crystal, Chocolate, Carafa Special II",7.0,3.87,14,67,41,64,97,18,2,36,59,23,126,9969,Rahr & Sons Brewing Company,3.9864864864864864,3.7972972972972974,3.7432432432432434,3.7972972972972974,3.9324324324324325,50185
Iron Works Alt,Iron Works Alt,275,Altbier,8,Metropolitan Brewing,"Notes:An assertively hoppy top-fermented beer, polished by the wisdom and patience of lagering. Think of it as an octogenarian with a punk rock attitude. Slightly dry, this beer pairs well with hearty cuisine. We also suggest sipping it on its own; the complexity will keep you entertained and happy.45 IBU	",5.5,3.84,37,50,16,60,84,32,0,46,83,19,121,19127,Metropolitan Brewing,4.0,3.8529411764705883,3.9705882352941178,4.044117647058823,4.0,67215
Ishmael,Ishmael,269,Altbier,8,Rising Tide Brewing Company,"Notes:Ishmael is our richly-flavored American copper ale. This American interpretation of the altbiers of Düsseldorf is brewed with continental Munich malt, American-grown hops, and a clean-fermenting ale yeast to produce a slightly sweet and malty beer balanced by a firm bitterness.	",4.9,3.71,17,41,1,55,43,18,1,20,80,7,103,23639,Rising Tide Brewing Company,3.9,3.5285714285714285,3.914285714285714,3.8142857142857145,3.914285714285714,61873
It Takes A Lot Of Great Beer To Make Great Wine,It Takes A Lot Of Great Beer To Make Great Wine,2088,Pale Ale - Belgian,49,Russian River Brewing Company,"Notes:There is an old familiar saying in the wine business: ""It takes a lot of great beer to make great wine!"" Winemakers, cellar workers, and grape pickers alike rarely (if ever) reach for a nice big glass of red wine in the middle of harvest. Wine is quite delicious, but not very refreshing on a hot summer day. The beverage of choice during harvest is BEER! Ice-cold, refreshing, and thirst-quenching BEER! The beer in this bottle is a toast to our winemaking friends who work around the clock during harvest to make world-class wine right here in our own back yard! Cheers!Brewed with a blend of California ale yeast and saison yeast.	",5.2,3.88,41,34,8,68,38,64,3,80,91,4,54,863,Russian River Brewing Company,3.9,3.8375,3.8625,3.95,3.8125,72512
It's Alive!,It's Alive!,4636,Strong Ale - Belgian Pale,105,Mikkeller ApS,"Notes:Brewed at De Proef Brouwerij, Lochristi-Hijfte, Belgium.Ingredients: Water, malt (pale and cara), light candy, hops (hallertauer and styrian goldings), yeast and brettanomyces.	",8.0,3.75,30,33,11,33,97,118,0,84,53,8,37,13307,Mikkeller ApS,3.6631944444444446,3.888888888888889,3.9444444444444446,3.6805555555555554,3.6527777777777777,43080
It's Alright!,It's Alright!,2089,Pale Ale - Belgian,49,Mikkeller ApS,"Notes:Brewed at De Proef Brouwerij, Lochristi-Hijfte, Belgium.Ingredients: Water, malt (pale and caramunich), light rock sugar, hops (hallertauer og styrian goldings), ale yeast and brettanomyces.	",4.5,3.12,20,26,13,36,40,127,0,72,50,9,35,13307,Mikkeller ApS,2.789719626168224,3.1682242990654204,3.378504672897196,3.0514018691588785,2.7570093457943927,47562
